Text,Verdict
number bodily injury case quadruple 2000-2006,negative
small investors voice fear share end risk investors,negative
part agreement aspocomp also give meadville 10 pct slice subsidiary operate oulu finland,neutral
finland city forssa say pay compensation food industry company hk ruokatalo atria lye leak tap water occur march 2008,negative
growth rate pay national debt extremely painful,negative
comparable operate profit decrease eur 138 mn eur 171 mn correspond period 2005,negative
agreement include application maintenance support service,neutral
one one time target june 5 guess 's push back -- maybe 're crazy feel like n't leak enough meet date point,neutral
finnish aktia group 's operate profit rise eur 175 mn first quarter 2010 eur 82 mn first quarter 2009,positive
finnish vacon sign significant deal norwegian scandinavian electric systems ( ses ) supply ac drive,positive
stora enso r share rise 120 pct 1184 eur upm-kymmene also drag higher rise 168 pct 1756 eur m-real b add 238 pct 430 eur,positive
dilute loss per share stand eur 015 versus eur 026,positive
value deal disclose,neutral
total headcount reduction 50 persons company say,negative
30 offices worldwide 90 pct net sales generate outside finland,neutral
master business administration mba,neutral
l & also acquire 50 pct stake local sector company salvor oy begin september 2007,neutral
national conciliator juhani salonius meet party wednesday say far apart view propose mediation,negative
delivery expect take place later month,neutral
follow acquisitions panostaja establish new business unit focus heat treatment metal,neutral
altogether finnair cancel 500 flight strike,negative
appointment kaupthing bank aim coordinate capital market activities within group improve overall service clients,positive
net sales finnish sanoma learn & literature finnish media group sanoma decrease 36 % january-june 2009 total eur 1628 mn eur 1688 mn correspond period 2008,negative
middle east & north africa tecnotree grow considerably recent years,positive
baltimore police fire pension $ 15 billion lose $ 35 million madoff ponzi scheme,negative
profit period increase eur 29 mn eur 105 mn,positive
center build kapuli district mantsala beside hanko-mantsala-porvoo road near new direct rail link lahti jarvenpaa,neutral
chief executive officer olli-pekka kallasvuo 's change tuesday mark third time nine months company reshuffle executives operations nokia lose grind apple 's iphone rim 's blackberry,negative
handset also feature media bar quick access favorite media applications include music photos youtube ovi share,neutral
transaction also rationalize pulp paper industry relate solutions,positive
viking line manage well current ferry,positive
company say comparable operate profit january-june period fell short last year 's correspond performance,negative
low capacity utilisation rate steel production considerably increase fix cost per unit steel produce,negative
intent article focus attention fact development model china follow different model india follow,neutral
eur5 9 h1 '09 3 august 2009 - finnish media group ilkka-yhtyma oyj ( hel ilk2s ) say today net profit fell 45 % year eur5 9 first half 2009,negative
operate profit improve 440 % er 47 mn eur 33 mn 2004,positive
upm say move lower net profit x20ac 385 million us $ 520 million second quarter mainly due impairment charge,negative
finnish handle systems company cargotec oyj ( hel cgcbv ) say today eur 13 million ( usd 166 ) contract deliver macgregor hatch cover ship order norwegian shipowner grieg ship,positive
make matter difficult company say grapple higher oil gas price push cost energy raw materials transportation,negative
m-real 's sales expect increase 4 % year-on-year eur609m second quarter 2010,positive
profit period eur 59 mn eur 13 mn,positive
net sales decrease eur 2205 mn eur 4700 mn correspond period 2009,negative
construction schedule start april-june 2007 complete early 2008,neutral
cargotec corporation press release august 26 2008 10 finnish time cargotec 's macgregor business area provide marine cargo handle offshore load handle solutions receive significant offshore crane retrofit order,positive
scopi chief business excellence officer eng,neutral
nordea see return positive growth baltic countries 2011,positive
( adpnews ) - oct 21 2009 - finland-based consultancy tieto oyj ( hel tie1v ) say today net profit plunge eur 294 million ( usd 439 ) first nine months 2009 eur 587 million period,negative
event follow on-line via orion 's finnish homepage wwworionfi well via kauppalehti live web service wwwkauppalehtifi/live,neutral
build house product development test laboratories,neutral
`` allow young child move forward life ``,positive
25 march 2011 - finnish electronics contract manufacturer scanfil oyj hel scf1v say today plan merge wholly own scanfil ems group ojala-yhtyma oy hit snag shareholders domestic rival reject deal,negative
2009 net profit eur 3 million company pay dividend eur 130 apiece,neutral
finnish glass technology company glaston oyj abp net profit decrease 26 mln euro ( $ 38 mln ) first nine months 2007 78 mln euro ( $ 114 mln ) period 2006,negative
first quarter 2010 mark-to-market result pretax profit eur 133 million versus loss eur 32 million period last year,positive
company disclose price acquisition,neutral
cencorp 's net sales first quarter estimate eur09-1 2 compare eur4 5 first quarter 2008,negative
number bodily injury case quadruple 2000-2006,negative
negotiation result reduction 80 people regular employment around half cover pension arrangements,negative
repurchase bond execute open market accordance section 7 f term condition convertible bond,neutral
stora enso 's third-quarter pre-tax profit double eur 197mn,positive
raw materials come europe us pay euros us dollars sales take place rubles,neutral
board directors authorize decide term share issue,neutral
pretax loss total eur 12 mn profit eur 21 mn 2004,negative
accord m-real 's ceo mikko helander transaction enable company proceed swiftly restructure program,positive
tallink claim watertight doors vana tallinn regina baltica include electrical systems fully work order,positive
2009 fiskars ' cash flow operate activities amount eur121m eur97m previous year,positive
sales tiimari segment fell 40 % year-on-year eur3 3 june 2010,negative
last year upm cut production close mill finland slash 700 job,negative
`` last year finnair record 326-percent growth asian sector carry 110 million passengers two continents ``,positive
l & also acquire 50 pct stake local sector company salvor oy begin september 2007,neutral
satama trainers ' house remain name independent brand business areas,neutral
